340275,Bger1_D_340275
340263,Bger1_D_340263
340245,Bger1_D_340245
340266,Bger1_D_340266
340233,Bger1_D_340233
340271,Bger1_D_340271
340270,Bger1_S_340270
340246,Bger1_S_340246
340240,Bger1_S_340240
340282,Bger1_S_340282
340258,Bger1_S_340258
340259,Bger1_S_340259
340249,Bger1_X_340249
340232,Bger1_X_340232
340237,Bger1_X_340237
340243,Bger1_X_340243
340244,Bger1_X_340244
340241,Bger1_X_340241
340277,Bger2_D_340277
340278,Bger2_D_340278
340254,Bger2_D_340254
340267,Bger2_D_340267
340235,Bger2_D_340235
340236,Bger2_D_340236
340281,Bger2_S_340281
340251,Bger2_S_340251
340256,Bger2_S_340256
340238,Bger2_S_340238
340234,Bger2_S_340234
340229,Bger2_S_340229
340230,Bger2_X_340230
340250,Bger2_X_340250
340239,Bger2_X_340239
340262,Bger2_X_340262
340265,Bger2_X_340265
340257,Bger2_X_340257
340268,Bger3_D_340268
340255,Bger3_D_340255
340273,Bger3_D_340273
340269,Bger3_D_340269
340252,Bger3_D_340252
340264,Bger3_D_340264
340279,Bger3_S_340279
340280,Bger3_S_340280
340253,Bger3_S_340253
340276,Bger3_S_340276
340260,Bger3_S_340260
340272,Bger3_S_340272
340247,Bger3_X_340247
340248,Bger3_X_340248
340242,Bger3_X_340242
340261,Bger3_X_340261
340274,Bger3_X_340274
340231,Bger3_X_340231
